Responder_ID;submitdate;lastpage;startlanguage;seed;startdate;datestamp;Introduction;QID01;Instr1;P1Know.P1Know01.;P1Know.P1Know02.;P1AttitudesA.P1AttitudesA01.;P1AttitudesA.P1AttitudesA02.;P1AttitudesA.P1AttitudesA03.;P1AttitudesA.P1AttitudesA04.;P1AttitudesA.P1AttitudesA05.;P1AttitudesA.P1AttitudesA06.;P1AttitudesA.P1NeedA01.;P1AttitudesA.P1NeedA02.;P1AttitudesB.P1AttitudesB01.;P1AttitudesB.P1AttitudesB02.;P1AttitudesB.P1AttitudesB03.;P1AttitudesB.P1AttitudesB04.;P1AttitudesB.P1AttitudesB05.;P1AttitudesB.P1AttitudesB06.;P1AttitudesB.P1NeedB01.;P1AttitudesB.P1NeedB02.;P1AttitudesC.P1AttitudesC01.;P1AttitudesC.P1AttitudesC02.;P1AttitudesC.P1AttitudesC03.;P1AttitudesC.P1AttitudesC04.;P1AttitudesC.P1AttitudesC05.;P1AttitudesC.P1AttitudesC06.;P1AttitudesC.P1NeedC01.;P1AttitudesC.P1NeedC02.;P1Use01;P1Use01b;P1Use01b.other.;P1Use02;P1Use02b;P1Use02b.other.;Instr2;P2Know.P2Know01.;P2Know.P2Know02.;P2AttitudesA.P2AttitudesA01.;P2AttitudesA.P2AttitudesA02.;P2AttitudesA.P2AttitudesA03.;P2AttitudesA.P2AttitudesA04.;P2AttitudesA.P2AttitudesA05.;P2AttitudesA.P2AttitudesA06.;P2AttitudesA.P2NeedA01.;P2AttitudesA.P2NeedA02.;P2AttitudesB.P2AttitudesB01.;P2AttitudesB.P2AttitudesB02.;P2AttitudesB.P2AttitudesB03.;P2AttitudesB.P2AttitudesB04.;P2AttitudesB.P2AttitudesB05.;P2AttitudesB.P2AttitudesB06.;P2AttitudesB.P2NeedB01.;P2AttitudesB.P2NeedB02.;P2AttitudesC.P2AttitudesC01.;P2AttitudesC.P2AttitudesC02.;P2AttitudesC.P2AttitudesC03.;P2AttitudesC.P2AttitudesC04.;P2AttitudesC.P2AttitudesC05.;P2AttitudesC.P2AttitudesC06.;P2AttitudesC.P2NeedC01.;P2AttitudesC.P2NeedC02.;P2Use01;P2Use02;Instr3;P3Know.P3Know01.;P3Know.P3Know02.;P3AttitudesA.P3AttitudesA01.;P3AttitudesA.P3AttitudesA02.;P3AttitudesA.P3AttitudesA03.;P3AttitudesA.P3AttitudesA04.;P3AttitudesA.P3AttitudesA05.;P3AttitudesA.P3AttitudesA06.;P3AttitudesA.P3NeedA01.;P3AttitudesA.P3NeedA02.;P3AttitudesB.P3AttitudesB01.;P3AttitudesB.P3AttitudesB02.;P3AttitudesB.P3AttitudesB03.;P3AttitudesB.P3AttitudesB04.;P3AttitudesB.P3AttitudesB05.;P3AttitudesB.P3AttitudesB06.;P3AttitudesB.P3NeedB01.;P3AttitudesB.P3NeedB02.;P3AttitudesC.P3AttitudesC01.;P3AttitudesC.P3AttitudesC02.;P3AttitudesC.P3AttitudesC03.;P3AttitudesC.P3AttitudesC04.;P3AttitudesC.P3AttitudesC05.;P3AttitudesC.P3AttitudesC06.;P3AttitudesC.P3NeedC01.;P3AttitudesC.P3NeedC02.;P3Use01;P3Use02;Instr4;P4Know.P4Know01.;P4Know.P4Know02.;P4AttitudesA.P4AttitudesA01.;P4AttitudesA.P4AttitudesA02.;P4AttitudesA.P4AttitudesA03.;P4AttitudesA.P4AttitudesA04.;P4AttitudesA.P4AttitudesA05.;P4AttitudesA.P4AttitudesA06.;P4AttitudesA.P4NeedA01.;P4AttitudesA.P4NeedA02.;P4AttitudesB.P4AttitudesB01.;P4AttitudesB.P4AttitudesB02.;P4AttitudesB.P4AttitudesB03.;P4AttitudesB.P4AttitudesB04.;P4AttitudesB.P4AttitudesB05.;P4AttitudesB.P4AttitudesB06.;P4AttitudesB.P4NeedB01.;P4AttitudesB.P4NeedB02.;P4AttitudesC.P4AttitudesC01.;P4AttitudesC.P4AttitudesC02.;P4AttitudesC.P4AttitudesC03.;P4AttitudesC.P4AttitudesC04.;P4AttitudesC.P4AttitudesC05.;P4AttitudesC.P4AttitudesC06.;P4AttitudesC.P4NeedC01.;P4AttitudesC.P4NeedC02.;P4Use01;P4Use02;Instr5;P5Know.P5Know01.;P5Know.P5Know02.;P5AttitudesA.P5AttitudesA01.;P5AttitudesA.P5AttitudesA02.;P5AttitudesA.P5AttitudesA03.;P5AttitudesA.P5AttitudesA04.;P5AttitudesA.P5AttitudesA05.;P5AttitudesA.P5AttitudesA06.;P5AttitudesA.P5NeedA01.;P5AttitudesA.P5NeedA02.;P5AttitudesB.P5AttitudesB01.;P5AttitudesB.P5AttitudesB02.;P5AttitudesB.P5AttitudesB03.;P5AttitudesB.P5AttitudesB04.;P5AttitudesB.P5AttitudesB05.;P5AttitudesB.P5AttitudesB06.;P5AttitudesB.P5NeedB01.;P5AttitudesB.P5NeedB02.;P5AttitudesC.P5AttitudesC01.;P5AttitudesC.P5AttitudesC02.;P5AttitudesC.P5AttitudesC03.;P5AttitudesC.P5AttitudesC04.;P5AttitudesC.P5AttitudesC05.;P5AttitudesC.P5AttitudesC06.;P5AttitudesC.P5NeedC01.;P5AttitudesC.P5NeedC02.;P5Use01;P5Use02;Age;Gender;Gender.other.;Section
Token_2648;04/07/2019 8:29;11;en;388773015;04/07/2019 8:13;04/07/2019 8:29;NA;NA;NA;5;5;7;3;6;2;6;3;7;1;7;2;6;2;7;2;6;1;6;4;7;2;5;4;6;2;0;NA;NA;1;Open Access Publisher;NA;NA;4;5;5;2;6;1;6;3;6;1;6;1;6;2;6;3;7;2;5;5;4;2;5;2;4;4;0;0;NA;1;4;4;6;4;4;5;4;4;5;5;4;4;3;5;3;4;3;3;5;4;2;5;2;5;4;0;0;NA;2;5;5;4;5;2;5;1;5;3;6;2;6;2;6;1;5;2;5;2;4;1;4;1;4;5;0;0;NA;4;2;4;3;5;2;4;3;4;3;5;2;6;2;5;2;6;2;5;2;6;1;5;2;6;3;0;0;NA;Male;NA;CPT
Token_2657;04/07/2019 8:32;11;en;1741805247;04/07/2019 8:22;04/07/2019 8:32;NA;NA;NA;5;6;7;4;6;4;6;4;7;4;7;2;7;2;7;2;7;2;3;5;3;2;3;1;3;6;0;NA;NA;NA;NA;NA;NA;3;6;6;2;6;2;6;1;7;1;6;1;6;1;6;1;6;1;4;1;4;1;5;1;5;1;NA;NA;NA;6;6;5;3;5;2;6;2;6;2;6;2;6;2;7;3;7;3;4;1;4;2;5;2;5;2;NA;NA;NA;5;7;5;1;6;1;5;1;4;1;7;1;7;1;7;1;7;1;3;1;3;1;3;1;3;1;NA;NA;NA;5;5;4;4;4;1;5;4;3;4;5;1;5;1;5;1;5;1;1;1;1;1;1;1;1;1;NA;NA;24;Male;NA;CPT
Token_2687;04/07/2019 9:27;11;en;418026472;04/07/2019 8:42;04/07/2019 9:27;NA;NA;NA;5;6;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;4;4;4;4;4;4;4;4;0;NA;NA;1;Open Access Publisher;NA;NA;3;5;4;5;3;4;4;4;4;4;4;4;4;4;4;4;4;4;1;6;1;5;1;5;1;6;0;0;NA;1;6;5;3;5;3;5;3;4;4;5;3;5;3;5;3;4;4;1;6;1;2;1;2;1;6;0;0;NA;1;6;1;5;1;6;1;6;1;6;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;0;0;NA;2;5;1;6;1;6;2;1;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;0;0;28;Female;NA;BM
Token_2699;04/07/2019 9:07;11;en;406883037;04/07/2019 8:53;04/07/2019 9:07;NA;NA;NA;6;6;6;2;6;2;6;1;6;2;6;2;6;2;6;1;6;2;6;2;6;2;6;1;6;2;0;NA;NA;1;Open Access Publisher;NA;NA;3;6;4;3;4;1;4;1;4;3;4;1;4;2;4;1;4;2;4;2;4;2;4;1;4;2;0;0;NA;1;7;3;2;3;2;3;1;2;1;3;2;3;2;3;1;3;2;3;2;3;2;3;1;3;2;0;0;NA;1;7;3;2;3;2;3;1;3;2;3;2;3;2;3;1;3;2;3;2;3;2;3;1;3;2;0;0;NA;2;5;4;2;4;1;4;1;4;2;4;2;4;1;4;1;4;2;4;2;4;2;4;1;4;3;0;0;30;Male;NA;CPT
Token_2708;04/07/2019 9:16;11;en;1150660837;04/07/2019 8:59;04/07/2019 9:16;NA;NA;NA;5;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;6;2;6;2;6;1;6;2;0;NA;NA;NA;NA;NA;NA;4;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;1;5;3;4;1;3;1;0;NA;NA;3;6;7;1;7;1;7;1;6;1;7;1;7;1;7;1;6;1;5;1;5;1;5;1;5;1;0;NA;NA;3;6;5;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;0;0;NA;3;6;4;2;4;2;4;1;4;2;4;2;4;2;4;1;4;2;4;2;4;2;4;1;4;2;0;0;26;Female;NA;BM
Token_2717;04/07/2019 9:16;11;en;26985520;04/07/2019 9:06;04/07/2019 9:16;NA;NA;NA;5;7;6;1;6;1;6;1;6;1;7;1;6;2;6;2;6;2;5;3;5;3;5;3;5;3;0;NA;NA;NA;NA;NA;NA;7;7;7;1;7;1;7;1;6;2;7;1;6;2;6;2;6;2;6;2;6;2;6;2;6;2;0;1;NA;1;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;NA;NA;3;6;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;0;NA;NA;5;7;6;2;7;2;6;2;7;2;7;2;7;2;7;2;7;2;7;2;7;2;7;2;7;2;1;NA;NA;NA;NA;BM
Token_2720;04/07/2019 9:28;11;en;1248816464;04/07/2019 9:09;04/07/2019 9:28;NA;NA;NA;4;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;NA;NA;1;Other;Peer Community In;NA;4;6;7;1;7;1;7;1;7;1;7;2;7;2;7;2;7;1;7;1;7;2;7;2;7;1;1;1;NA;5;6;6;1;7;1;7;1;7;1;7;1;7;2;7;1;7;1;7;1;7;1;7;1;7;1;0;0;NA;2;7;6;2;6;2;6;2;6;2;6;2;7;2;7;2;7;2;6;2;7;2;7;2;7;2;0;0;NA;5;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;42;Female;NA;BM
Token_2723;04/07/2019 9:23;11;en;2127958454;04/07/2019 9:13;04/07/2019 9:23;NA;NA;NA;5;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;1;Other;ACS CC-BY Usage Agreement;1;NA;NA;NA;7;2;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;0;1;NA;6;5;6;2;6;2;6;2;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;6;1;6;1;6;1;6;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;30;Male;NA;CPT
Token_2726;17/07/2019 12:38;11;en;1916267341;04/07/2019 9:19;17/07/2019 12:38;NA;NA;NA;3;6;5;1;5;1;5;2;5;1;6;1;6;1;6;1;6;1;5;2;3;2;3;2;2;2;0;NA;NA;NA;NA;NA;NA;4;7;5;1;5;1;5;3;5;2;6;2;6;2;6;2;6;2;2;7;2;3;3;3;2;4;0;NA;NA;4;6;4;3;5;3;5;1;2;3;5;2;5;2;5;3;5;3;2;3;3;3;3;3;3;3;0;NA;NA;1;3;3;2;3;2;3;2;3;2;2;2;3;2;3;1;2;2;3;2;3;2;3;2;3;2;0;0;NA;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;24;Female;NA;CPT
Token_2729;04/07/2019 9:38;11;en;832245638;04/07/2019 9:25;04/07/2019 9:38;NA;NA;NA;4;6;7;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;0;NA;NA;1;Open Access Publisher;NA;NA;2;4;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;0;0;NA;1;4;6;3;4;3;4;3;4;3;4;2;4;2;4;2;4;2;6;4;6;4;6;4;6;4;0;0;NA;1;3;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;0;0;NA;3;4;5;2;5;2;5;2;5;2;5;2;5;2;5;1;5;2;6;1;6;2;6;2;6;3;0;0;27;Male;NA;CPT
Token_2732;04/07/2019 9:52;11;en;2030062581;04/07/2019 9:26;04/07/2019 9:52;NA;NA;NA;5;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;NA;NA;1;Open Access Publisher;NA;NA;5;5;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;4;4;4;4;4;4;4;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;5;6;1;5;1;5;1;6;1;6;1;5;1;5;1;6;1;4;1;4;1;4;1;4;1;0;0;27;Female;NA;CPT
Token_2735;04/07/2019 9:52;11;en;1311178836;04/07/2019 9:27;04/07/2019 9:52;NA;NA;NA;5;4;6;1;6;1;6;1;4;4;6;1;6;1;6;1;4;4;7;1;7;1;7;1;6;2;0;NA;NA;1;Open Access Publisher;NA;NA;5;5;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;6;2;6;2;6;2;5;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;7;1;7;1;5;1;6;1;7;1;7;1;5;1;6;1;7;1;6;1;6;1;6;1;1;1;27;Male;NA;CPT
Token_2738;04/07/2019 9:44;11;en;1035387119;04/07/2019 9:28;04/07/2019 9:44;NA;NA;NA;5;6;7;1;7;1;7;2;6;1;7;1;7;2;7;1;5;1;7;2;7;1;7;1;5;1;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;1;4;NA;1;NA;1;NA;1;NA;1;NA;1;NA;1;NA;1;NA;1;NA;1;NA;1;NA;1;NA;1;NA;NA;NA;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;1;3;1;3;1;0;0;NA;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;2;1;0;0;NA;1;2;3;1;2;1;2;1;2;1;4;1;2;1;4;1;2;3;2;2;2;1;2;1;1;2;0;0;26;Male;NA;CPT
Token_2744;04/07/2019 9:44;11;en;1502357787;04/07/2019 9:35;04/07/2019 9:44;NA;NA;NA;5;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;NA;NA;0;NA;NA;NA;5;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;NA;3;7;7;1;7;1;6;3;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;NA;4;4;4;1;5;2;4;5;3;3;4;1;5;2;4;5;3;3;7;1;7;1;7;1;4;1;0;0;NA;5;7;7;1;5;1;7;1;6;1;7;1;5;1;7;1;6;1;7;1;7;1;7;1;7;1;0;0;28;Female;NA;BM
Token_2750;04/07/2019 9:52;11;en;2046213958;04/07/2019 9:39;04/07/2019 9:52;NA;NA;NA;3;5;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;6;2;6;2;6;2;6;2;1;Other;NIMA Journal, but open access;1;Other;Some Journal, but open access;NA;5;5;5;2;4;2;4;1;5;2;6;2;6;2;6;1;6;2;6;2;5;2;5;1;5;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;4;2;4;2;4;1;4;2;6;2;6;2;6;1;6;2;7;2;4;2;6;1;6;2;0;0;26;Male;NA;CPT
Token_2759;04/07/2019 10:29;11;en;2052860659;04/07/2019 9:43;04/07/2019 10:29;NA;NA;NA;3;5;5;5;4;6;4;6;3;6;4;6;4;6;4;6;4;6;6;1;6;4;6;1;6;4;0;NA;NA;0;NA;NA;NA;3;6;6;2;6;4;6;2;6;2;6;2;5;3;6;2;5;3;3;5;3;5;3;2;2;6;1;NA;NA;1;4;5;3;6;3;4;6;4;4;5;3;3;6;6;6;6;3;6;4;6;3;6;3;3;4;0;0;NA;1;2;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;5;1;6;2;5;4;6;2;4;4;6;2;5;3;6;2;6;2;7;2;7;2;3;2;5;5;0;0;25;Male;NA;CPT
Token_2765;04/07/2019 10:12;11;en;1192947495;04/07/2019 9:49;04/07/2019 10:12;NA;NA;NA;6;6;7;1;6;2;7;2;7;3;7;1;7;1;7;1;7;3;7;1;7;2;7;3;7;2;0;NA;NA;1;NA;NA;NA;5;6;6;2;6;2;6;2;5;2;6;2;7;2;6;1;6;2;6;3;6;3;6;3;6;3;0;1;NA;5;6;6;3;5;3;6;2;6;2;7;2;6;2;5;2;6;2;6;2;6;2;5;2;6;2;0;NA;NA;2;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;NA;NA;NA;7;6;6;1;6;1;6;2;7;1;7;1;6;2;6;2;6;1;7;2;6;2;6;3;7;2;1;1;NA;Female;NA;BM
Token_2771;04/07/2019 10:17;11;en;2079119629;04/07/2019 9:59;04/07/2019 10:17;NA;NA;NA;2;6;5;1;5;1;5;1;5;1;6;1;6;1;6;1;6;1;2;5;3;3;2;2;2;1;0;NA;NA;0;NA;NA;NA;2;6;6;1;6;1;6;1;6;1;7;1;7;1;7;1;7;1;2;2;2;2;2;2;2;2;0;NA;NA;1;2;1;5;2;7;2;6;1;6;1;7;2;7;2;6;1;7;1;7;2;6;2;6;1;7;0;0;NA;4;2;4;2;3;3;3;3;3;3;3;2;3;2;3;2;3;2;2;4;2;4;2;4;2;4;0;0;NA;6;6;2;1;3;3;3;1;3;2;1;4;2;3;2;2;2;5;5;1;5;2;5;1;6;1;1;0;24;Female;NA;CPT
Token_2777;04/07/2019 11:07;11;en;749368612;04/07/2019 10:05;04/07/2019 11:07;NA;NA;NA;2;6;6;2;6;4;7;4;5;2;6;2;7;4;6;5;6;2;7;2;7;5;7;5;5;2;0;NA;NA;1;Open Access Publisher;NA;NA;5;7;6;1;6;3;7;4;5;1;6;1;6;4;6;4;4;1;7;1;7;4;7;5;5;1;0;1;NA;2;6;3;3;NA;NA;4;4;NA;NA;6;4;NA;NA;5;4;NA;NA;7;1;7;1;5;1;7;1;0;0;NA;1;6;4;4;NA;NA;4;4;NA;NA;3;5;4;4;5;5;2;6;7;2;6;2;6;2;6;1;0;0;NA;6;7;7;1;7;1;7;4;7;1;7;2;7;4;7;1;7;1;7;1;7;1;7;1;7;1;0;1;25;Male;NA;BM
Token_2780;04/07/2019 15:45;11;en;953287758;04/07/2019 10:05;04/07/2019 15:45;NA;NA;NA;3;5;2;5;4;4;3;5;4;4;3;5;4;4;5;3;4;4;6;2;6;2;6;3;6;1;0;NA;NA;0;NA;NA;NA;1;5;4;4;4;4;4;4;4;4;5;3;6;2;5;3;4;4;2;5;3;1;5;1;5;4;0;0;NA;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;3;5;5;2;5;2;4;2;4;3;5;3;5;3;5;3;4;4;1;6;1;6;1;1;1;5;0;0;NA;6;7;7;1;7;1;7;2;7;1;7;1;7;1;7;1;7;1;5;1;5;1;5;2;6;1;0;0;32;Male;NA;CPT
Token_2783;04/07/2019 10:17;11;en;198416748;04/07/2019 10:09;04/07/2019 10:17;NA;NA;NA;7;3;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;3;7;1;7;1;7;1;7;1;0;NA;NA;NA;NA;NA;NA;3;6;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;6;2;6;1;6;1;6;1;6;1;7;1;7;1;7;1;7;1;2;4;2;4;2;1;2;7;0;0;NA;7;2;7;1;7;1;7;1;7;1;6;1;6;1;6;1;6;1;3;6;3;3;6;3;6;7;0;0;NA;7;3;6;1;6;1;6;1;6;2;7;1;7;1;7;1;7;1;1;4;1;4;1;4;1;7;0;NA;26;Male;NA;BM
Token_2789;04/07/2019 10:50;11;en;2007694255;04/07/2019 10:09;04/07/2019 10:50;NA;NA;NA;4;5;4;4;4;4;4;4;4;4;5;2;5;2;5;2;5;2;7;1;7;1;7;1;7;1;1;Self-Archiving;NA;1;Self-Archiving;NA;NA;4;4;5;3;5;3;5;3;2;2;5;3;5;3;5;3;2;2;7;1;7;1;7;1;7;1;1;1;NA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;3;5;3;5;3;5;3;0;0;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;6;2;6;2;6;2;6;2;7;1;7;1;7;1;7;1;5;3;5;3;5;3;5;3;0;0;25;Male;NA;CPT
Token_2795;04/07/2019 11:01;11;en;538217270;04/07/2019 10:22;04/07/2019 11:01;NA;NA;NA;3;5;4;2;4;1;3;3;3;2;2;4;3;2;3;4;3;3;2;5;3;1;2;1;2;2;0;NA;NA;0;NA;NA;NA;2;5;2;5;2;2;2;1;2;4;2;5;2;2;2;1;2;4;2;5;3;1;2;1;2;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26;Female;NA;HUM
Token_2807;04/07/2019 11:22;11;en;2052691283;04/07/2019 10:52;04/07/2019 11:22;NA;NA;NA;4;5;7;1;7;1;6;2;7;1;7;1;7;1;7;1;7;1;5;4;7;1;3;5;7;1;NA;NA;NA;1;Self-Archiving;NA;NA;3;5;5;1;5;1;3;1;7;1;7;1;7;1;7;1;7;1;5;2;4;3;7;4;5;3;NA;NA;NA;1;6;7;1;6;1;7;1;4;2;7;1;7;1;6;1;5;1;7;1;5;1;7;1;5;1;NA;NA;NA;1;4;6;1;7;1;6;1;6;1;7;1;6;2;7;3;4;3;7;1;7;1;6;1;6;2;NA;NA;NA;3;5;6;1;5;1;7;1;4;1;7;1;7;1;7;1;5;1;5;1;4;1;7;1;5;1;NA;NA;23;Male;NA;CPT
Token_2810;04/07/2019 11:01;11;en;1461884172;04/07/2019 10:53;04/07/2019 11:01;NA;NA;NA;4;5;7;1;7;1;7;1;6;2;6;2;7;1;5;1;5;3;7;1;7;1;7;1;7;2;0;NA;NA;1;Open Access Publisher;NA;NA;6;3;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;1;7;1;6;1;6;2;0;1;NA;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;29;Male;NA;BM
Token_2819;04/07/2019 13:53;11;en;1882714034;04/07/2019 11:00;04/07/2019 13:53;NA;NA;NA;5;6;7;1;7;1;7;2;6;1;7;1;6;2;7;1;7;1;7;1;7;1;7;1;7;1;0;NA;NA;1;Open Access Publisher;NA;NA;5;3;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;1;NA;5;5;5;3;6;3;6;4;5;3;5;3;6;3;5;4;5;3;6;1;5;1;6;3;5;2;0;0;NA;2;6;7;1;6;1;6;1;7;1;7;1;7;1;7;1;4;4;7;1;7;1;7;1;7;1;0;0;NA;3;7;7;1;7;1;7;2;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;1;28;Male;NA;CPT
Token_2828;04/07/2019 11:40;11;en;2067033190;04/07/2019 11:25;04/07/2019 11:40;NA;NA;NA;4;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;NA;NA;1;NA;NA;NA;3;7;6;1;6;2;6;3;6;1;6;1;6;1;6;1;6;1;5;1;5;2;5;2;6;1;1;1;NA;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;7;7;1;7;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;7;7;1;7;1;7;1;7;1;6;1;6;1;6;1;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;26;Female;NA;BM
Token_2834;04/07/2019 11:55;11;en;461724684;04/07/2019 11:35;04/07/2019 11:55;NA;NA;NA;2;7;7;1;7;1;7;1;7;1;6;1;6;1;6;1;7;1;5;1;5;1;5;1;5;1;0;NA;NA;1;Open Access Publisher;NA;NA;2;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;3;1;3;1;3;1;3;1;0;1;NA;1;6;4;1;4;1;3;1;4;1;3;1;3;1;3;1;3;1;2;1;2;1;2;1;2;1;0;0;NA;4;7;6;1;6;2;6;1;6;1;6;1;6;2;7;1;7;1;3;1;3;1;3;1;3;1;0;1;NA;3;7;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;4;1;4;1;4;1;4;1;0;1;32;Female;NA;CPT
